TeamId,TeamName,SubmissionDate,Score
382249,Aman|Meicheng,"2016-09-01 05:35:26",0.12450
365325,AlexKH,"2016-09-01 05:38:54",0.15583
382249,Aman|Meicheng,"2016-09-01 05:54:32",0.12381
365568,広瀬将行,"2016-09-01 05:57:10",0.14934
365479,PaulVaartjes,"2016-09-01 06:11:14",0.26648
365587,"Julien Heiduk","2016-09-01 07:14:25",0.12891
365991,"Błażej Moska","2016-09-01 08:33:02",0.24654
365997,Robby75,"2016-09-01 08:55:45",0.28201
366027,TimothyYeo,"2016-09-01 10:12:51",1.02370
365587,"Julien Heiduk","2016-09-01 11:58:12",0.12794
365991,"Błażej Moska","2016-09-01 12:35:09",0.15560
366093,ysaz,"2016-09-01 14:20:49",0.12970
365668,Alliance,"2016-09-01 14:26:08",0.13276
365822,Valentino1992,"2016-09-01 14:27:58",0.13492
365243,"Ruslan Khalikov","2016-09-01 15:33:51",0.12591
365752,"Ryan Maunu","2016-09-01 17:07:49",0.12848
365752,"Ryan Maunu","2016-09-01 17:54:19",0.12565
365582,labros,"2016-09-01 18:31:14",0.12777
366180,Roman,"2016-09-01 19:11:51",0.14372
366183,"Wenhan Wang","2016-09-01 19:33:12",0.15594
366216,"Yiwei Cai","2016-09-01 21:27:42",0.12897
365671,cGonAgu,"2016-09-01 21:30:35",0.13162
366183,"Wenhan Wang","2016-09-01 21:39:43",0.14297
365668,Alliance,"2016-09-01 22:50:59",0.13243
365451,"Mike Hall","2016-09-02 00:06:56",0.16395
366253,"Marcel Aviles","2016-09-02 00:12:07",0.40890
365451,"Mike Hall","2016-09-02 00:15:25",0.14919
365842,"DC Swag","2016-09-02 02:19:30",0.14879
382249,Aman|Meicheng,"2016-09-02 04:47:34",0.12332
366282,StefanHermanek,"2016-09-02 04:49:44",0.83810
366314,BurakH,"2016-09-02 06:21:12",9.45402
366314,BurakH,"2016-09-02 06:22:06",0.13499
366325,"Brad Trew","2016-09-02 07:09:08",0.13306
365587,"Julien Heiduk","2016-09-02 07:14:39",0.12591
366329,Sterby,"2016-09-02 07:19:18",0.21184
366027,TimothyYeo,"2016-09-02 07:50:07",0.14477
366329,Sterby,"2016-09-02 09:02:30",0.19553
366329,Sterby,"2016-09-02 09:49:46",0.14162
366447,"Nik Subramanian","2016-09-02 13:44:16",0.12986
365743,"Stephanie Kirmer","2016-09-02 13:50:37",0.12618
366456,"Pavel Krautsou","2016-09-02 14:44:30",0.15003
366465,"Luke Peters","2016-09-02 14:56:24",0.13658
365325,AlexKH,"2016-09-02 14:57:01",0.13280
365325,AlexKH,"2016-09-02 15:00:24",0.13039
365325,AlexKH,"2016-09-02 15:02:19",0.13037
366482,SeaBreeze,"2016-09-02 15:50:24",0.14074
366216,"Yiwei Cai","2016-09-02 16:28:38",0.12894
366297,ShawnHeide,"2016-09-02 18:53:02",0.12838
366216,"Yiwei Cai","2016-09-02 18:55:51",0.12840
366216,"Yiwei Cai","2016-09-02 19:05:11",0.12722
366605,KurtisVoris,"2016-09-02 19:06:21",0.19741
366605,KurtisVoris,"2016-09-02 19:10:02",0.19128
366618,sorpmaL,"2016-09-02 19:28:43",0.12356
366607,"Dessy Amirudin","2016-09-02 19:33:33",0.19851
366607,"Dessy Amirudin","2016-09-02 19:49:24",0.15404
366630,Terje,"2016-09-02 19:54:36",1.35075
366630,Terje,"2016-09-02 19:55:44",0.40890
366634,"Sebastian Bayer","2016-09-02 20:03:20",1.07221
366607,"Dessy Amirudin","2016-09-02 20:03:22",0.14019
366635,TrevorNell,"2016-09-02 20:07:50",0.20135
366630,Terje,"2016-09-02 20:25:47",0.18058
366650,"Yessergire Mohamed","2016-09-02 20:49:53",0.22988
366650,"Yessergire Mohamed","2016-09-02 20:56:47",0.15894
366650,"Yessergire Mohamed","2016-09-02 21:55:21",0.15890
366650,"Yessergire Mohamed","2016-09-02 22:13:25",0.14684
366175,"Jes Fink-Jensen","2016-09-02 22:45:44",0.22424
366671,Siddhi,"2016-09-02 22:54:46",9.23845
365451,"Mike Hall","2016-09-02 23:03:35",0.13276
366650,"Yessergire Mohamed","2016-09-03 00:00:21",0.13176
366721,"Andrew Chiu","2016-09-03 01:31:19",0.42949
366767,raym26,"2016-09-03 05:13:35",0.40890
365582,labros,"2016-09-03 08:40:00",0.12766
366831,JosephBudin,"2016-09-03 09:45:11",0.30960
366855,JustinJDavies,"2016-09-03 10:51:24",0.42745
366630,Terje,"2016-09-03 12:31:14",0.16322
365835,"Eugene Zubanov","2016-09-03 12:36:18",0.13803
365997,Robby75,"2016-09-03 13:57:01",0.15486
366948,cashew,"2016-09-03 16:58:02",0.22984
366948,cashew,"2016-09-03 17:08:13",0.14108
365328,"Rob Wishart","2016-09-03 17:55:15",0.12896
365328,"Rob Wishart","2016-09-03 18:24:24",0.12636
366992,NickShargan,"2016-09-03 18:29:09",0.12970
382249,Aman|Meicheng,"2016-09-03 18:53:40",0.12277
366634,"Sebastian Bayer","2016-09-03 18:54:47",0.12891
367011,OpalThongpetch,"2016-09-03 19:21:44",0.71918
366997,Hari,"2016-09-03 20:24:46",0.20471
382249,Aman|Meicheng,"2016-09-03 21:01:30",0.12276
367037,drjerry,"2016-09-03 21:08:42",0.15882
367047,Calefacto,"2016-09-03 21:54:16",0.17782
365451,"Mike Hall","2016-09-03 22:00:15",0.12925
366948,cashew,"2016-09-03 22:51:04",0.13541
367083,AndrewH,"2016-09-03 23:51:39",0.18759
367084,"Ivan Oliveri","2016-09-04 00:40:53",0.19108
367083,AndrewH,"2016-09-04 00:49:48",0.18749
382249,Aman|Meicheng,"2016-09-04 02:13:33",0.12166
365997,Robby75,"2016-09-04 02:28:27",0.15445
367116,"Russ Boucher","2016-09-04 02:46:17",0.12319
367084,"Ivan Oliveri","2016-09-04 03:31:49",0.17169
367084,"Ivan Oliveri","2016-09-04 03:40:57",0.14506
367154,"Khoa Dinh","2016-09-04 06:25:43",0.40890
367158,TokeiGosu,"2016-09-04 06:39:56",0.16608
367011,OpalThongpetch,"2016-09-04 06:55:04",0.42230
367154,"Khoa Dinh","2016-09-04 07:12:45",0.24241
367190,"Yair Beer","2016-09-04 08:13:29",0.16013
367189,"Ashish Dutt","2016-09-04 08:18:47",0.52521
367189,"Ashish Dutt","2016-09-04 08:26:27",0.40890
367190,"Yair Beer","2016-09-04 08:28:14",0.14799
367228,anokas,"2016-09-04 10:33:54",0.12818
367240,IvanSosnovik,"2016-09-04 10:34:08",0.12591
367190,"Yair Beer","2016-09-04 11:09:04",0.14677
367190,"Yair Beer","2016-09-04 13:37:26",0.12638
367190,"Yair Beer","2016-09-04 13:47:54",0.12560
367297,nicknoproblems,"2016-09-04 13:55:21",9.45404
367297,nicknoproblems,"2016-09-04 13:57:56",0.14275
367084,"Ivan Oliveri","2016-09-04 14:22:12",0.14505
366080,"Vikash Kathirvel","2016-09-04 14:23:42",1.55621
382249,Aman|Meicheng,"2016-09-04 14:44:16",0.11919
382249,Aman|Meicheng,"2016-09-04 14:52:39",0.11834
367116,"Russ Boucher","2016-09-04 15:34:12",0.12242
367331,"Alex Riina","2016-09-04 15:47:20",0.14371
367339,"Sajal Jain","2016-09-04 16:23:49",0.12560
367343,"Alexey Fadeev","2016-09-04 16:30:36",0.17991
367344,"Lalit Khandelwal","2016-09-04 16:33:30",0.14915
367368,Tobsen1x,"2016-09-04 17:11:19",0.13557
366630,Terje,"2016-09-04 17:27:26",0.14243
367343,"Alexey Fadeev","2016-09-04 17:54:02",0.14161
367343,"Alexey Fadeev","2016-09-04 18:18:48",0.13950
367343,"Alexey Fadeev","2016-09-04 18:26:49",0.13919
365835,"Eugene Zubanov","2016-09-04 20:33:48",0.13736
367418,JenniferSalter,"2016-09-04 20:35:06",0.40927
367418,JenniferSalter,"2016-09-04 20:41:31",0.23911
367421,"Rafael Cupello","2016-09-04 20:44:33",0.40890
367418,JenniferSalter,"2016-09-04 20:50:20",0.22928
367011,OpalThongpetch,"2016-09-04 20:51:55",0.36059
367418,JenniferSalter,"2016-09-04 21:11:58",0.21399
367116,"Russ Boucher","2016-09-04 21:54:14",0.12220
367487,Srini,"2016-09-05 02:13:21",0.12560
367190,"Yair Beer","2016-09-05 02:37:16",0.12274
382249,Aman|Meicheng,"2016-09-05 02:42:04",0.11825
367190,"Yair Beer","2016-09-05 02:46:09",0.12219
367190,"Yair Beer","2016-09-05 02:47:21",0.12208
367190,"Yair Beer","2016-09-05 02:49:01",0.12202
367190,"Yair Beer","2016-09-05 02:49:59",0.12198
367511,"Sairaam Varadarajan","2016-09-05 04:29:18",0.13570
367511,"Sairaam Varadarajan","2016-09-05 04:30:05",0.13484
365568,広瀬将行,"2016-09-05 06:50:14",0.14381
365451,"Mike Hall","2016-09-05 07:58:36",0.12633
367587,"Rob Harrand","2016-09-05 09:48:38",0.14755
367597,Drakem,"2016-09-05 10:20:45",0.15579
367604,"Niranjan Kumar Nakkala","2016-09-05 10:36:22",0.12560
366456,"Pavel Krautsou","2016-09-05 10:54:26",0.14720
365590,CoMartel,"2016-09-05 11:36:19",0.12766
367651,"Amit Choudhary","2016-09-05 13:11:13",0.12560
366080,"Vikash Kathirvel","2016-09-05 14:15:06",0.37610
367681,"ashok k harnal","2016-09-05 14:26:13",0.54933
365734,EnricGilabert,"2016-09-05 14:58:09",0.12984
366080,"Vikash Kathirvel","2016-09-05 15:04:59",0.15316
367681,"ashok k harnal","2016-09-05 15:08:49",0.54917
367702,JMT5802,"2016-09-05 15:12:05",9.45384
365734,EnricGilabert,"2016-09-05 15:14:29",0.12816
367681,"ashok k harnal","2016-09-05 15:16:49",0.54665
367702,JMT5802,"2016-09-05 15:18:40",0.13325
367702,JMT5802,"2016-09-05 15:38:20",0.13161
367716,Morgans,"2016-09-05 15:48:53",0.13511
367733,"Amit Srivastava","2016-09-05 17:08:21",0.14153
367343,"Alexey Fadeev","2016-09-05 17:10:55",0.12866
382249,Aman|Meicheng,"2016-09-05 17:13:30",0.11802
367747,srane,"2016-09-05 17:43:55",0.40890
367505,Pegz,"2016-09-05 18:10:50",0.15593
366634,"Sebastian Bayer","2016-09-05 18:26:51",0.12640
367747,srane,"2016-09-05 18:58:49",0.14795
367343,"Alexey Fadeev","2016-09-05 19:09:26",0.12481
366634,"Sebastian Bayer","2016-09-05 19:15:56",0.12506
365671,cGonAgu,"2016-09-05 20:35:11",0.13078
367418,JenniferSalter,"2016-09-05 20:36:30",0.14715
367418,JenniferSalter,"2016-09-05 21:06:00",0.13707
365671,cGonAgu,"2016-09-05 21:09:14",0.12966
367808,AlboLeo,"2016-09-05 21:28:51",0.20722
382249,Aman|Meicheng,"2016-09-05 21:32:04",0.11792
367808,AlboLeo,"2016-09-05 22:07:27",0.18220
367418,JenniferSalter,"2016-09-05 22:29:19",0.13462
367418,JenniferSalter,"2016-09-05 22:39:16",0.12702
365451,"Mike Hall","2016-09-05 23:03:07",0.12623
367853,wizs,"2016-09-06 00:30:15",0.17097
367511,"Sairaam Varadarajan","2016-09-06 00:31:20",0.12503
367511,"Sairaam Varadarajan","2016-09-06 00:32:54",0.12466
367702,JMT5802,"2016-09-06 00:38:35",0.12852
367084,"Ivan Oliveri","2016-09-06 00:44:24",0.14469
367681,"ashok k harnal","2016-09-06 00:52:02",0.54483
367853,wizs,"2016-09-06 01:58:59",0.16975
367808,AlboLeo,"2016-09-06 02:11:59",0.17216
367897,Vayne-Lover,"2016-09-06 03:08:38",0.40890
365892,"Saeed Mirshekari","2016-09-06 03:25:08",0.19403
365892,"Saeed Mirshekari","2016-09-06 03:33:55",0.19014
367808,AlboLeo,"2016-09-06 03:38:00",0.17136
365892,"Saeed Mirshekari","2016-09-06 03:54:10",0.16154
365892,"Saeed Mirshekari","2016-09-06 04:18:29",0.15144
367808,AlboLeo,"2016-09-06 04:27:10",0.16933
368212,"Stat 440 Teaching Staff","2016-09-06 04:35:11",0.37717
365865,Tilii,"2016-09-06 04:49:03",0.12303
367190,"Yair Beer","2016-09-06 05:03:43",0.12153
367808,AlboLeo,"2016-09-06 05:20:33",0.14825
366767,raym26,"2016-09-06 05:59:15",0.14955
367972,"Prateek Bhatnagar","2016-09-06 07:24:31",0.20654
365568,広瀬将行,"2016-09-06 07:24:35",0.14152
366634,"Sebastian Bayer","2016-09-06 08:33:42",0.12015
367972,"Prateek Bhatnagar","2016-09-06 08:55:53",0.12932
367972,"Prateek Bhatnagar","2016-09-06 09:00:06",0.12710
367998,PeterBarkat,"2016-09-06 09:00:46",0.13075
368000,rajagopal,"2016-09-06 09:04:47",0.42949
367716,Morgans,"2016-09-06 09:17:12",0.13431
367716,Morgans,"2016-09-06 09:20:16",0.13108
368021,"Mr D. Z. Zhang and Sons Insurance and Corporate Actuarial Analytics Solutions","2016-09-06 10:16:13",0.12338
367998,PeterBarkat,"2016-09-06 10:38:25",0.13058
368021,"Mr D. Z. Zhang and Sons Insurance and Corporate Actuarial Analytics Solutions","2016-09-06 10:45:10",0.12282
367998,PeterBarkat,"2016-09-06 10:58:00",0.12223
367651,"Amit Choudhary","2016-09-06 11:04:21",0.12482
368021,"Mr D. Z. Zhang and Sons Insurance and Corporate Actuarial Analytics Solutions","2016-09-06 11:35:49",0.12224
365763,"Paulo Pinto","2016-09-06 12:58:34",0.12467
365763,"Paulo Pinto","2016-09-06 12:59:13",0.12405
367998,PeterBarkat,"2016-09-06 13:19:26",0.12029
365991,"Błażej Moska","2016-09-06 14:22:16",0.15108
368117,"Yury Chistyakov","2016-09-06 15:03:38",0.41825
367084,"Ivan Oliveri","2016-09-06 15:22:53",0.14461
367190,"Yair Beer","2016-09-06 15:39:14",0.12135
368130,"Chau Nguyen","2016-09-06 15:50:13",0.17453
368117,"Yury Chistyakov","2016-09-06 15:53:33",0.39243
368130,"Chau Nguyen","2016-09-06 15:54:43",0.15732
368144,harrisonh,"2016-09-06 16:08:55",0.12628
368144,harrisonh,"2016-09-06 16:12:00",0.12053
368142,"Денис Волхонский (ШАД)","2016-09-06 16:13:01",0.14787
367716,Morgans,"2016-09-06 16:13:56",0.12542
368142,"Денис Волхонский (ШАД)","2016-09-06 16:14:39",0.13265
368130,"Chau Nguyen","2016-09-06 16:57:52",0.15276
368130,"Chau Nguyen","2016-09-06 17:07:06",0.15081
367343,"Alexey Fadeev","2016-09-06 17:41:42",0.12401
366183,"Wenhan Wang","2016-09-06 19:27:38",0.14263
366297,ShawnHeide,"2016-09-06 19:57:29",0.12560
366216,"Yiwei Cai","2016-09-06 20:11:36",0.12503
367343,"Alexey Fadeev","2016-09-06 20:29:37",0.12346
366216,"Yiwei Cai","2016-09-06 20:32:59",0.12407
368240,"Vitaly Kozin","2016-09-06 21:26:48",0.18276
367343,"Alexey Fadeev","2016-09-06 21:31:21",0.12179
368269,Jonathan,"2016-09-06 23:29:45",0.27476
365690,"Bojan Tunguz","2016-09-07 00:06:33",0.12569
367808,AlboLeo,"2016-09-07 00:09:36",0.14678
367702,JMT5802,"2016-09-07 00:25:02",0.12678
368287,judef812,"2016-09-07 01:32:20",0.14680
367808,AlboLeo,"2016-09-07 01:53:37",0.14250
367505,Pegz,"2016-09-07 03:05:24",0.15564
368306,DoingItWithModels,"2016-09-07 03:09:39",0.13322
365582,labros,"2016-09-07 03:41:00",0.12498
368322,Passiphian,"2016-09-07 04:32:23",0.40890
367084,"Ivan Oliveri","2016-09-07 04:43:36",0.12987
368360,ONODERA,"2016-09-07 06:15:14",0.13662
368390,"Ram Prasad V S","2016-09-07 06:46:47",0.17266
368396,RishabhGarodia,"2016-09-07 06:56:35",0.14881
368315,titebite,"2016-09-07 06:59:23",0.14962
366456,"Pavel Krautsou","2016-09-07 07:38:58",0.13075
365587,"Julien Heiduk","2016-09-07 09:08:22",0.12537
366456,"Pavel Krautsou","2016-09-07 09:35:18",0.13016
368390,"Ram Prasad V S","2016-09-07 09:58:56",0.17162
365991,"Błażej Moska","2016-09-07 10:37:39",0.15008
366634,"Sebastian Bayer","2016-09-07 10:44:20",0.11980
367716,Morgans,"2016-09-07 10:46:18",0.12460
368474,Numb3r3,"2016-09-07 11:08:14",0.40890
368490,duvalroger,"2016-09-07 12:03:40",0.12204
368493,Philippe,"2016-09-07 12:12:15",0.13101
368240,"Vitaly Kozin","2016-09-07 12:36:31",0.18083
368142,"Денис Волхонский (ШАД)","2016-09-07 13:37:47",0.13034
368445,MathisPanzani,"2016-09-07 13:43:16",0.19218
368240,"Vitaly Kozin","2016-09-07 13:47:38",0.14823
368117,"Yury Chistyakov","2016-09-07 13:52:25",0.26224
366456,"Pavel Krautsou","2016-09-07 14:42:26",0.12881
368445,MathisPanzani,"2016-09-07 14:45:00",0.18999
367116,"Russ Boucher","2016-09-07 15:06:55",0.12193
368608,"Marc Szafraniec","2016-09-07 17:27:23",0.35794
368608,"Marc Szafraniec","2016-09-07 17:28:48",0.21296
366618,sorpmaL,"2016-09-07 19:08:24",0.12271
368306,DoingItWithModels,"2016-09-07 19:50:54",0.12685
367716,Morgans,"2016-09-07 19:55:59",0.12412
366216,"Yiwei Cai","2016-09-07 21:05:12",0.12376
366216,"Yiwei Cai","2016-09-07 21:13:06",0.12047
365451,"Mike Hall","2016-09-07 21:30:56",0.12590
368269,Jonathan,"2016-09-07 21:41:51",0.14690
368240,"Vitaly Kozin","2016-09-07 22:01:33",0.14571
368240,"Vitaly Kozin","2016-09-07 22:06:14",0.14525
367716,Morgans,"2016-09-07 22:47:04",0.12379
368269,Jonathan,"2016-09-07 23:21:31",0.14684
368287,judef812,"2016-09-08 02:15:20",0.13533
367972,"Prateek Bhatnagar","2016-09-08 02:42:42",0.12518
367972,"Prateek Bhatnagar","2016-09-08 02:52:20",0.12502
367154,"Khoa Dinh","2016-09-08 06:30:59",0.15646
366297,ShawnHeide,"2016-09-08 06:33:00",0.12383
367154,"Khoa Dinh","2016-09-08 06:43:08",0.15566
365568,広瀬将行,"2016-09-08 06:46:41",0.14152
368339,"Luciano Viola","2016-09-08 07:27:59",0.15845
368608,"Marc Szafraniec","2016-09-08 08:45:10",0.21101
368608,"Marc Szafraniec","2016-09-08 09:16:24",0.19514
368390,"Ram Prasad V S","2016-09-08 09:19:15",0.15484
368315,titebite,"2016-09-08 09:22:18",0.14161
368608,"Marc Szafraniec","2016-09-08 09:31:27",0.19137
367972,"Prateek Bhatnagar","2016-09-08 09:37:18",0.12421
368820,KyleWadeGrove,"2016-09-08 09:43:04",0.14919
368838,HouSheng,"2016-09-08 10:29:45",0.23490
368445,MathisPanzani,"2016-09-08 11:43:22",0.14643
368861,PokemonGo,"2016-09-08 12:01:20",0.40890
368445,MathisPanzani,"2016-09-08 13:54:21",0.13423
368225,AlexTam,"2016-09-08 14:15:48",0.21761
368445,MathisPanzani,"2016-09-08 14:27:41",0.13062
368225,AlexTam,"2016-09-08 14:32:15",0.15810
368442,AntonSaveliev,"2016-09-08 14:40:08",0.14973
365671,cGonAgu,"2016-09-08 15:35:16",0.12686
368913,pardali,"2016-09-08 15:39:56",0.16058
366630,Terje,"2016-09-08 16:10:45",0.12940
368339,"Luciano Viola","2016-09-08 16:30:39",0.15008
368932,"Kevin Garnett","2016-09-08 16:32:21",0.19794
368920,"Dan Elton","2016-09-08 17:02:49",0.19044
368942,DanielCulver,"2016-09-08 17:20:48",0.40300
368942,DanielCulver,"2016-09-08 17:54:56",0.39132
368932,"Kevin Garnett","2016-09-08 18:12:12",0.19277
368998,"Sonali Chawla","2016-09-08 20:19:14",0.15619
368999,boowoop,"2016-09-08 20:31:45",0.12704
368999,boowoop,"2016-09-08 20:49:02",0.12695
369011,jdasari,"2016-09-08 21:22:24",0.17807
365835,"Eugene Zubanov","2016-09-08 21:48:44",0.13396
369011,jdasari,"2016-09-08 23:26:35",0.16915
369052,MrBlevo,"2016-09-08 23:38:26",0.60636
369055,pseud0nym,"2016-09-08 23:39:51",0.13434
369052,MrBlevo,"2016-09-08 23:52:34",0.17133
369052,MrBlevo,"2016-09-09 00:00:33",0.16776
367084,"Ivan Oliveri","2016-09-09 01:11:34",0.12492
367084,"Ivan Oliveri","2016-09-09 01:24:03",0.12410
367972,"Prateek Bhatnagar","2016-09-09 02:32:30",0.12344
369111,"James Allen","2016-09-09 03:51:06",0.14211
368315,titebite,"2016-09-09 03:55:20",0.14098
368820,KyleWadeGrove,"2016-09-09 08:00:48",0.13293
369197,haoxigua,"2016-09-09 08:34:59",0.29285
365587,"Julien Heiduk","2016-09-09 08:54:53",0.12461
369208,chridam,"2016-09-09 09:09:13",0.12804
369216,"Manuel Díaz","2016-09-09 09:28:47",0.27415
365587,"Julien Heiduk","2016-09-09 09:33:01",0.12444
369216,"Manuel Díaz","2016-09-09 09:41:25",0.20943
369216,"Manuel Díaz","2016-09-09 10:18:54",0.13634
365587,"Julien Heiduk","2016-09-09 11:52:48",0.12417
369259,chanchan,"2016-09-09 12:26:58",0.22675
369011,jdasari,"2016-09-09 14:07:43",0.15846
369331,blork,"2016-09-09 16:02:03",0.39426
369331,blork,"2016-09-09 16:07:48",0.37765
367368,Tobsen1x,"2016-09-09 17:22:03",0.13323
368287,judef812,"2016-09-09 17:24:15",0.13247
382249,Aman|Meicheng,"2016-09-09 18:06:33",0.11763
369393,Dorota,"2016-09-09 19:34:23",0.24474
367368,Tobsen1x,"2016-09-09 19:59:41",0.12852
368999,boowoop,"2016-09-09 20:32:03",0.12626
368999,boowoop,"2016-09-09 20:34:28",0.12590
369052,MrBlevo,"2016-09-09 20:43:10",0.15469
369423,"JaeHoon Kim","2016-09-09 21:23:55",0.12872
369423,"JaeHoon Kim","2016-09-09 21:30:22",0.12698
369432,SecondMoment,"2016-09-09 21:38:54",0.13356
369432,SecondMoment,"2016-09-09 22:55:26",0.11997
365690,"Bojan Tunguz","2016-09-09 23:19:30",0.12417
368269,Jonathan,"2016-09-09 23:48:52",0.13865
368838,HouSheng,"2016-09-10 01:50:35",0.18469
365582,labros,"2016-09-10 04:10:40",0.12448
365582,labros,"2016-09-10 04:11:06",0.12438
365582,labros,"2016-09-10 04:20:15",0.12355
369331,blork,"2016-09-10 07:09:32",0.14358
369587,WoongheeLee,"2016-09-10 08:36:36",0.16315
369588,PalimarRao,"2016-09-10 08:38:36",0.50694
369588,PalimarRao,"2016-09-10 08:43:18",0.43791
369614,extremin1029,"2016-09-10 11:09:40",0.17542
